homeownership_rate,median_gross_rent,rent_burden_rate,vacancy_rate,poverty_rate,gini_index,median_household_income,childhood_poverty_rate,labor_force_participation_rate,youth_unemployment_rate,hs_or_higher_rate,bachelors_or_higher_rate
0.45050449602676707,1792,0.22500773018100517,0.11153430797635774,0.14464831293720887,0.4105,91079,0.00027825544963298106,0.7414895567767085,0.016210093016577054,0.9319953364423718,0.5205696202531646
0.5292917254358926,1183,0.2848100112936719,0.06906102705528794,0.18637347826836081,0.4644,55708,0.007303546096575278,0.6385345519736915,0.008646793968602837,0.881281509638731,0.312921685829695
0.6576829092999856,1194,0.21974945762474632,0.09932031502858993,0.16319114840105745,0.4113,61977,0.011176776801298343,0.6050955414012739,0.0011460101867572156,0.8461550893751818,0.20801952354785533
0.5242982084920299,989,0.17258506931573875,0.06809517549625345,0.15408038030729077,0.5055,62886,0.0020351411393683297,0.646406614002207,0.0,0.9317489911028249,0.43414438439572367
0.397184229797085,1069,0.2974254477056311,0.07863578984024724,0.23799327342136284,0.5353,51513,0.004942196844347836,0.6281757865778949,0.0,0.940725528034984,0.4949984951224262
0.5112654024534153,888,0.22028187994834073,0.11596593803828331,0.13077766102882193,0.4388,54009,0.01321899467850727,0.5995084259743195,0.0,0.8330366500856777,0.2434078091467168
0.47749641953865374,971,0.2424330786726541,0.04933371958285052,0.21305147535037952,0.4363,57264,0.020129012201756433,0.6614529136316337,0.0,0.9060678642714571,0.3053293413173653
0.540153092056671,1097,0.27329585554014263,0.14807893984173898,0.1530983530550124,0.5111,59762,0.007483822847581994,0.6041548699776548,0.0032853961119453374,0.9175388113254467,0.43066538775800206
0.578459421287075,1294,0.14561855670103094,0.07719814189753701,0.07972348345400254,0.4308,84093,0.0037223381191966295,0.7116961211040607,0.0,0.8615102729855478,0.3329764894799687
0.5352961082910321,1187,0.15329158170696183,0.041766651533821905,0.11307824100513993,0.4541,68544,0.0025928041119360366,0.7067931832129538,0.0,0.7325646958178601,0.255478000505512
0.4012631439719595,1863,0.221019495222842,0.0703636531308598,0.10666784443378846,0.4808,79637,0.0,0.6320701316419687,0.0,0.8126469318236338,0.3964080666570711
0.44808663602857535,2113,0.32336306824739885,0.03591043885662145,0.1284701318805809,0.4466,84872,0.00685055412382599,0.6655761683910096,0.0076972143159609995,0.7849240070179889,0.30576447460206735
