NAME,state,place,cluster_gmm,cluster_kmeans,GMM_p_k0,GMM_p_k1,GMM_p_k2,GMM_p_k3,GMM_p_k4,GMM_p_k5
"Bellevue city, Washington",53,5210,2,0,6.70410101607294e-13,1.1829772609345684e-27,0.9999999999993303,2.2524251134756954e-99,0.0,3.101229118759066e-209
"Bellingham city, Washington",53,5280,1,2,2.727349022682105e-06,0.9995618018317167,1.4316154687298345e-05,0.00042115466457273,0.0,5.301491444292302e-56
"Everett city, Washington",53,22640,0,3,0.9999999784611975,1.6279039668164406e-09,1.728820547307572e-08,2.6226925082283003e-09,0.0,1.2383501272846132e-79
"Federal Way city, Washington",53,23515,4,4,0.0018544111373890637,1.2653729832660748e-14,7.168313401290913e-05,1.9064790805864376e-15,0.9980739057285837,1.1631844435944278e-72
"Kennewick city, Washington",53,35275,4,3,3.8241413927791646e-07,3.46895106658152e-07,9.100949009351415e-24,3.2880099626981996e-07,0.9999989418897564,1.0376331165960487e-15
"Kent city, Washington",53,35415,0,4,0.9675710242230398,3.8473953704228816e-08,0.03242893730300558,1.6681889439132897e-15,0.0,2.620869313881081e-108
"Marysville city, Washington",53,43955,4,4,9.962091565865786e-06,8.336063024451986e-31,8.5136786593402e-05,6.122657697360185e-26,0.9999049011218408,5e-324
"Pasco city, Washington",53,53545,4,3,2.5846641407009137e-07,1.2163379100827194e-31,1.1073237697759564e-23,4.123902703972376e-11,0.999999741492347,1.7529881442938258e-161
"Redmond city, Washington",53,57535,4,0,7.81866500377841e-08,1.9415150240570463e-23,0.06258739781064034,9.626554499986353e-69,0.9374125240027097,1.620342920943682e-271
"Renton city, Washington",53,57745,4,0,6.258440468793093e-05,2.2399756708818256e-18,0.00010558913773312296,1.5515647413794465e-21,0.9998318264575787,1.569010594880005e-252
"Seattle city, Washington",53,63000,2,0,0.00012172292499519636,7.065219619448614e-05,0.9998076248788103,2.947096573946775e-26,0.0,3.767626966186047e-163
"Shoreline city, Washington",53,63960,4,0,5.5981657161573705e-05,6.036731092150443e-12,5.7671960131823165e-06,2.938878127761594e-18,0.9999382511407887,3.420841722871604e-131
"Spokane city, Washington",53,67000,1,3,0.05110330971087664,0.9200609183135456,0.000775881860550611,0.02805989011502751,0.0,2.4150803403995026e-76
"Spokane Valley city, Washington",53,67167,4,4,1.3870860056117717e-05,1.0563183044606839e-12,1.2384299662160073e-06,5.928380298950414e-08,0.9999848314251185,4.640916439017983e-74
"Tacoma city, Washington",53,70000,0,4,0.9517263161651708,0.0008126498220956956,0.04745964232876809,1.3916839650917124e-06,0.0,8.408423641676402e-89
"Vancouver city, Washington",53,74060,2,4,0.03177613736629566,2.1857592553676712e-11,0.9682153013754783,8.561236368410584e-06,0.0,1.1647328041135317e-183
"Yakima city, Washington",53,80010,4,3,2.0540795274986332e-10,1.4696470113390992e-34,1.455280340552778e-19,3.317550764445684e-07,0.999999668039516,9.755376153762108e-94
"Green Bay city, Wisconsin",55,31000,3,3,0.015474571017895277,0.0007731098994257647,0.002233372343132267,0.9815189467395466,0.0,1.488323030053108e-92
"Janesville city, Wisconsin",55,37825,4,3,3.2852275009300787e-07,6.585850931904982e-09,8.270013650192366e-06,0.015576952562999428,0.9844144423147494,1.980175636682962e-135
"Kenosha city, Wisconsin",55,39225,3,4,0.0019476749439788952,0.05741484906483604,0.0013793729575903575,0.9392581030335952,0.0,7.413129098775538e-146
"Madison city, Wisconsin",55,48000,1,2,5.286433560496945e-07,0.999305890092558,1.2421324666723904e-06,0.0006923391316197759,0.0,1.5683165484367924e-91
"Milwaukee city, Wisconsin",55,53000,3,5,0.01369322086146295,0.009620400677993548,2.791477913329282e-23,0.9765506304077209,0.0,0.00013574805282297276
"Oshkosh city, Wisconsin",55,60500,3,3,6.563775612702842e-07,1.986029061595511e-06,4.6142142549589683e-10,0.9999973571319566,0.0,1.0119393326980502e-53
"Racine city, Wisconsin",55,66000,4,3,5.837439388103642e-09,1.1032528206549263e-10,5.876416262576874e-23,1.8239873375627637e-05,0.9999817541788598,5.583215320764094e-65
"Waukesha city, Wisconsin",55,84250,4,4,3.809514794919491e-08,1.2078465874441269e-08,6.462090351274495e-07,3.339302158499598e-06,0.9999959643151929,7.462135859567474e-120
"Cheyenne city, Wyoming",56,13900,4,4,7.0091484100792796e-09,5.3827842750040984e-08,1.6006331559372403e-06,0.0003827319595168938,0.9996156065703359,1.268221091577958e-116
