NAME,state,place,cluster_gmm,cluster_kmeans,GMM_p_k0,GMM_p_k1,GMM_p_k2,GMM_p_k3,GMM_p_k4,GMM_p_k5,GMM_p_k6,GMM_p_k7
"Columbia city, South Carolina",45,16000,4,5,0.0,9.056935088608926e-16,8.547780731832802e-12,0.0,0.9993387716663689,1.604232938004987e-20,6.027030977356614e-09,0.000661222298050628
"Greenville city, South Carolina",45,30850,3,5,0.0,2.465582939661207e-24,4.767395678968285e-12,0.9999160411469767,8.395884802292651e-05,3.994928738616267e-70,1.0569927032817414e-19,2.325506362996999e-13
"North Charleston city, South Carolina",45,50875,4,4,0.0,5.335177480739499e-14,7.93033758000968e-07,0.0,0.9999941243279454,1.3449115109422468e-16,9.182090768607463e-30,5.082638243607218e-06
"Rock Hill city, South Carolina",45,61405,3,3,0.0,3.8753806402521176e-08,1.9150657925692825e-06,0.9998755425836339,0.0001097325907316767,2.50885950638248e-10,2.9444132237108418e-40,1.2770755149717029e-05
"Rapid City city, South Dakota",46,52980,3,3,0.0,3.0167377030768974e-07,5.7870059117453466e-05,0.9994921846509871,0.00019901063957546703,3.673972990864445e-07,2.873565431284548e-26,0.0002502655792503845
"Sioux Falls city, South Dakota",46,59020,7,3,0.0,4.62174447151214e-06,0.0012350316639699868,0.0,0.00018450249499469965,1.4739996152498687e-32,3.3086137747152124e-41,0.9985758440965633
"Chattanooga city, Tennessee",47,14000,6,2,0.0,3.1015550975702e-34,4.6114805962915153e-05,0.0,0.0021907726289313143,9.658499642580338e-25,0.988149475135179,0.009613637429925943
"Clarksville city, Tennessee",47,15160,7,3,0.0,8.526176820509033e-16,0.0004287326661016074,0.0,0.017146623262589412,1.7442974486188421e-16,8.250065996561185e-24,0.9824246440713077
"Jackson city, Tennessee",47,37640,3,4,0.0,4.639504812228573e-34,5.473140762298296e-08,0.999988572149372,2.4829926664176015e-08,3.926170099550295e-09,4.612911544126813e-09,1.1339750212326109e-05
"Johnson City city, Tennessee",47,38320,3,4,0.0,6.001192361839424e-11,3.078066422067823e-07,0.9999733673186165,1.8180559865195497e-05,2.86422257121391e-06,2.0114239671348698e-26,5.28003229313715e-06
"Knoxville city, Tennessee",47,40000,4,5,0.0,7.420033600579185e-09,1.8934221788970747e-07,0.0,0.9954850223914445,1.0350458865586365e-13,1.6088074724061846e-15,0.004514780846199151
"Memphis city, Tennessee",47,48000,7,2,0.0,5.334959492170668e-45,8.929391030726888e-10,0.0,2.7908782256402955e-05,3.5989945756339407e-12,9.234208152132931e-07,0.99997116690039
"Murfreesboro city, Tennessee",47,51560,3,3,0.0,3.557008846440622e-09,2.7988953583267103e-07,0.9983019986052748,0.0016976991377465156,3.189109400203158e-16,3.692062593684382e-40,1.881043336721265e-08
"Nashville-Davidson metropolitan government (balance), Tennessee",47,52006,4,5,0.0,7.985401380318746e-06,7.232459471471735e-05,0.0,0.9999184204762556,1.808439083759622e-18,3.247260883980715e-46,1.2695276490311508e-06
"Abilene city, Texas",48,1000,7,4,0.0,2.0536502182459774e-22,1.2358085148001643e-06,0.0,0.0015022710674176827,0.0009209648657215739,2.5450743705621766e-06,0.997572983183975
"Amarillo city, Texas",48,3000,7,4,0.0,1.6301554275320613e-10,0.00027558115856740866,0.0,0.0031403580422424684,5.838122576920768e-29,5.42512472830849e-16,0.9965840606361736
"Arlington city, Texas",48,4000,2,4,0.0,5.537970164944544e-11,0.9995592883045645,0.0,3.309465399772773e-05,2.3258764387240596e-14,1.6955037885529838e-14,0.00040761698601702483
"Austin city, Texas",48,5000,4,5,0.0,0.42692365793131964,6.868662331631127e-05,0.0,0.5730076554305836,4.539875986260225e-73,2.0262817128120795e-41,1.4780229580916184e-11
"Baytown city, Texas",48,6128,3,4,0.0,1.5523457965066447e-21,4.1859575064730326e-07,0.9999929970154489,1.2529746990609757e-06,1.1903188478598696e-16,8.557247125984713e-07,4.475689389160961e-06
"Beaumont city, Texas",48,7000,3,2,0.0,1.107009124431069e-52,3.136253075048491e-15,0.904266158880871,4.717673607928008e-10,0.0937720356326368,1.718251015680396e-09,0.001961803296470261
"Brownsville city, Texas",48,10768,7,4,0.0,4.999056847547645e-40,5.206389707322726e-07,0.0,6.8131977611292155e-16,4.778252277865224e-114,2.411477182967403e-26,0.9999994793610286
"Bryan city, Texas",48,10912,3,4,0.0,4.937378612078864e-40,6.86120902732248e-08,0.9232799964393862,7.759080535467517e-09,4.563319079874998e-05,4.793858350051617e-12,0.07667429399385045
"Carrollton city, Texas",48,13024,3,3,0.0,1.1120411402076536e-12,3.430450036314439e-08,0.9999969517064553,3.013987776336183e-06,4.38688106395791e-50,2.8197395509403445e-46,1.5580185952503876e-13
"Cedar Park city, Texas",48,13552,3,6,0.0,0.0005748074256269359,1.6914446586231732e-06,0.9994235008808211,2.4889304719820035e-10,4.764358805695178e-252,7.254740955345567e-103,5.878335841766467e-31
"College Station city, Texas",48,15976,5,2,0.0,8.008928470009381e-45,3.085539743406587e-21,0.0,3.1274150727307855e-07,0.9999996872584935,8.575221614994226e-32,9.653755528537368e-19
"Conroe city, Texas",48,16432,3,4,0.0,1.076146618136092e-10,0.0004031103100746229,0.9994387625410026,7.762307902626306e-05,1.144104994961893e-42,4.356961273634506e-19,8.050396228167451e-05
"Corpus Christi city, Texas",48,17000,7,4,0.0,3.4394772138556276e-15,6.9525198260252565e-06,0.0,0.006195506956546654,8.834148409134655e-23,1.0301007422563634e-16,0.9937975405236233
"Dallas city, Texas",48,19000,4,5,0.0,3.706863324745599e-09,0.015613275619505047,0.0,0.9833523723293214,1.2506974343792363e-84,1.1568609849196932e-17,0.0010343483443103901
"Denton city, Texas",48,19972,4,5,0.0,0.0003250022131899212,0.01774140266618101,0.0,0.9819254835281929,1.3401024734166376e-08,7.124170991891727e-14,8.098191340600236e-06
"Edinburg city, Texas",48,22660,3,4,0.0,2.996772699051894e-31,9.236461937317837e-08,0.9975031674050499,1.0314108860895575e-09,8.055797425275512e-39,7.56056725983148e-23,0.002496739198919752
"El Paso city, Texas",48,24000,7,4,0.0,1.3832754668843875e-17,0.00046166838629654573,0.0,1.967612577441156e-06,1.7335891419072618e-27,8.435723061679133e-10,0.9995363631575538
"Fort Worth city, Texas",48,27000,2,4,0.0,9.18995261710047e-06,0.9156576919626884,0.0,0.08177720040658341,1.561876528494512e-45,4.0846153257958435e-11,0.002555917637264476
"Frisco city, Texas",48,27684,1,6,0.0,0.9999997534383651,2.0447580765606066e-07,0.0,4.208582642770356e-08,9.060142837674046e-304,5.319198112483882e-112,1.2637253458010922e-60
"Garland city, Texas",48,29000,2,1,0.0,1.977465432694204e-21,0.9999998972736943,0.0,3.7756435553102654e-15,5.945418555191115e-29,3.032001401151845e-19,1.0272630264687946e-07
"Grand Prairie city, Texas",48,30464,2,0,0.0,2.3476459486896187e-11,0.999999707946543,0.0,9.82338485044834e-12,1.1704706541766876e-67,1.4402291170981801e-50,2.92020157550921e-07
"Harlingen city, Texas",48,32372,5,2,0.0,9.383358172641238e-236,4.8583914770985993e-48,1.20292638971918e-09,4.607217233087916e-36,0.9999999987970689,8.410934364532295e-44,4.697175274657392e-15
"Houston city, Texas",48,35000,7,2,0.0,1.541849592600447e-23,5.55790457131668e-05,0.0,0.027993666473103227,1.369177694129924e-54,1.650772655446545e-06,0.9719491037085285
"Irving city, Texas",48,37000,4,5,0.0,5.1229960377032486e-15,0.012279480159273702,0.0,0.9877204929041239,1.2942487412431017e-56,1.608342938903479e-38,2.693659783097828e-08
"Killeen city, Texas",48,39148,6,4,0.0,2.052329364859353e-63,1.1804495927466564e-08,0.0,1.479685052085079e-09,4.2326304266177443e-13,0.9998380644207419,0.000161922294653245
"Laredo city, Texas",48,41464,7,4,0.0,4.8002301836670796e-54,3.203585586882726e-07,0.0,1.986499123933239e-24,2.4881968409902354e-27,6.637665085776768e-10,0.9999996789776748
"League City city, Texas",48,41980,1,3,0.0,0.9958734850126831,0.00412651487188396,0.0,1.1543348251056414e-10,4.223327980362842e-131,7.373311103536574e-85,1.6191623914219932e-39
"Lewisville city, Texas",48,42508,3,3,0.0,9.141594984543584e-06,6.518130695085487e-05,0.9986005052529063,0.0013251712542544224,2.582719799146177e-41,3.027625562677354e-24,5.909039290042862e-10
"Longview city, Texas",48,43888,3,4,0.0,1.6477874051844197e-23,2.3039153647707327e-05,0.9990199208107519,5.860033449095877e-06,0.0005007575567434531,3.0219386777522677e-07,0.0004501202515401749
"Lubbock city, Texas",48,45000,7,4,0.0,3.659878809420986e-10,0.005151699954146217,0.0,0.0033127707509930026,0.014180382159558937,4.602521552919986e-05,0.977309121553785
"McAllen city, Texas",48,45384,7,7,0.0,1.2161177812645712e-43,7.016355300054105e-11,0.0,1.8114263992238254e-17,7.869055390946866e-32,6.111406718015403e-06,0.9999938885231184
"McKinney city, Texas",48,45744,1,6,0.0,0.9988833928265918,0.0010058500717909872,0.0,0.00011075710161689281,3.678284110749947e-200,1.1103495307044494e-75,2.928543117434048e-31
"Mesquite city, Texas",48,47892,2,1,0.0,6.507948679019128e-08,0.9986558205948867,0.0,1.1804121546452968e-06,0.0013426081689786006,3.257444930945887e-07,1.0810257142003014e-15
"Midland city, Texas",48,48072,3,4,0.0,2.3093441338986974e-35,9.873591037555807e-12,0.6464783093008959,1.3352752987456146e-08,1.9438608747306448e-08,0.3535216563249011,1.57296700705357e-09
"Mission city, Texas",48,48768,3,2,0.0,3.6184115622651374e-34,5.066931548316563e-16,0.9999836612089319,5.611641803531962e-25,2.7038378069856947e-29,9.304393820159534e-13,1.633879013702135e-05
"Missouri City city, Texas",48,48804,3,0,0.0,7.653410289488791e-10,9.785198034451444e-07,0.9999990207148554,5.991192082267696e-16,7.486530998055336e-32,6.278180493540009e-106,3.9339226293093513e-28
"New Braunfels city, Texas",48,50820,3,3,0.0,4.393446504160363e-06,0.00020812825197648118,0.9997365214820241,5.0956644327163535e-05,1.5180377564938187e-13,5.177486926439796e-25,1.7501638628426282e-10
"North Richland Hills city, Texas",48,52356,3,3,0.0,8.639372269752637e-08,1.5484149354464102e-05,0.9999844269164454,2.540432925080417e-09,8.578249848833801e-86,1.6937226861776825e-51,4.45236662732261e-14
"Odessa city, Texas",48,53388,3,4,0.0,8.032922624843454e-18,3.4007808924467065e-05,0.9999659896495985,2.438296637988927e-09,7.871858996147632e-86,1.0314131667870392e-10,3.9129794843291126e-14
"Pasadena city, Texas",48,56000,6,7,0.0,1.7131377951904165e-56,9.6766297565723e-06,0.0,1.5168273453058218e-17,1.2519869848481102e-82,0.9999829112294663,7.412140776878253e-06
"Pearland city, Texas",48,56348,3,3,0.0,7.295235775446768e-05,2.284668180712038e-05,0.9999042009545009,5.938178597747934e-12,1.727389932088808e-197,6.298591077355156e-135,2.4894126524927035e-51
"Pharr city, Texas",48,57200,7,4,0.0,3.1701235391720783e-117,1.657534790546678e-14,0.07284066227633613,7.891313657756534e-36,1.9033263143612175e-45,2.352440253230771e-27,0.9271593377236474
"Plano city, Texas",48,58016,1,6,0.0,0.8904791195856258,6.623954062054123e-05,0.0,0.10945464087375341,1.88358072599155e-145,2.975182211253888e-51,4.217518781579181e-26
"Round Rock city, Texas",48,63500,4,3,0.0,0.0002185275704663477,0.13783736234956812,0.0,0.8619441100794197,6.2745253410900346e-65,9.869924646241395e-51,5.466303726736559e-13
"San Angelo city, Texas",48,64472,7,4,0.0,4.99657495220427e-16,7.962068464741487e-05,0.0,0.03130928547282167,1.2872497678580166e-22,4.608116117118578e-16,0.96861109384253
"San Antonio city, Texas",48,65000,7,4,0.0,3.691131933847735e-14,0.014084940669533216,0.0,0.10817737815365203,4.125837321916469e-26,0.0002499939070582751,0.8774876872697199
"Sugar Land city, Texas",48,70808,3,0,0.0,0.00020517966925612314,1.3484972052710803e-08,0.9997946270585327,1.7978723831319253e-07,1.8321559801326245e-171,1.6586278414665405e-61,1.0475139390980535e-55
"Temple city, Texas",48,72176,3,4,0.0,2.9260877452504345e-29,3.958766857891535e-08,0.9924981820645082,6.974346685225046e-05,5.531562039582829e-07,3.090002322241495e-06,0.007428391722445114
"The Woodlands CDP, Texas",48,72656,3,6,0.0,9.493472796417128e-09,2.757334339364839e-12,0.9999999905037136,5.638717458330984e-14,0.0,1.7217230755107624e-68,5.859300895214984e-61
"Tyler city, Texas",48,74144,3,4,0.0,1.1273059961468263e-17,3.570677697686721e-06,0.999865278441563,1.3571943118678461e-05,5.7484979174212e-06,6.617311130410146e-06,0.00010521312857266122
"Victoria city, Texas",48,75428,3,4,0.0,1.022032752251212e-16,8.168440051255836e-13,0.9999925384503083,4.534418381594271e-11,4.0976022881609124e-23,3.224926089539858e-21,7.4615035305564654e-06
"Waco city, Texas",48,76000,7,2,0.0,9.14500058050579e-27,0.00012241071122510275,0.0,0.0024813351669919575,4.197789012452154e-31,0.030364410250435563,0.9670318438713482
"Wichita Falls city, Texas",48,79000,7,4,0.0,1.6324297482444407e-21,7.94395584717484e-06,0.0,0.007743525565103978,2.0259039257916414e-18,2.7670381250324524e-14,0.9922485304790214
"Ogden city, Utah",49,55980,2,4,0.0,6.0584325614922e-10,0.9491128175212729,0.0,0.01358297655359782,1.1601191053197817e-34,5.653808422803114e-35,0.03730420531928565
"Orem city, Utah",49,57300,2,3,0.0,5.488443177304346e-05,0.6744143098285396,0.0,0.006720625811173846,4.51722239877625e-104,3.3916637119993656e-36,0.3188101799285129
"Provo city, Utah",49,62470,4,5,0.0,1.0052190675799259e-33,7.573026004271638e-17,0.0,0.9999899034651967,1.1325790065573947e-35,9.1149106391467e-17,1.0096534802823518e-05
"St. George city, Utah",49,65330,3,3,0.0,2.790876864772046e-10,3.617029284952619e-08,0.9999998574951755,1.0603656126229468e-07,8.590143782222124e-20,4.435059228830033e-58,1.8882874106143986e-11
"Salt Lake City city, Utah",49,67000,4,5,0.0,0.013108377703754113,0.00020830544789720746,0.0,0.9866645012525649,3.035605702925206e-23,1.4335218042882735e-27,1.8815595783674313e-05
"West Jordan city, Utah",49,82950,2,3,0.0,0.004878182610944662,0.9951216140699478,0.0,2.033191084448723e-07,3.6695709428152694e-98,1.0523384981134763e-95,9.92374723300091e-25
"West Valley City city, Utah",49,83470,2,3,0.0,7.209904098275924e-09,0.9999999832744849,0.0,6.241752495183766e-09,5.164003671731617e-103,4.251078772375034e-81,3.2738587527053473e-09
"Alexandria city, Virginia",51,1000,3,6,0.0,2.238259324596863e-05,2.0627004895828604e-08,0.9999680642996372,9.53248011156617e-06,4.478681285305296e-204,3.0585012822347757e-88,6.472009007735943e-36
"Arlington CDP, Virginia",51,3000,3,6,0.0,0.0010991641305207426,2.931876185401705e-09,0.9989005795787059,2.533588972182169e-07,0.0,1.1486022097647211e-85,9.468121844214543e-62
"Chesapeake city, Virginia",51,16000,2,0,0.0,2.8829198917706283e-06,0.9914824205514998,0.0,0.008514696528329346,2.906413638810189e-20,1.6824570769907286e-22,2.785566078157913e-13
"Hampton city, Virginia",51,35000,4,4,0.0,7.0597581815074e-14,0.188468698296105,0.0,0.8099489904309408,2.5100812200717818e-06,1.3097169527739126e-06,0.0015784914747109533
"Lynchburg city, Virginia",51,47672,5,5,0.0,1.0627572518643953e-08,5.813279208378204e-09,0.0,0.06637762182878267,0.9335293857767226,1.1838909490446558e-11,9.297594180390428e-05
"Newport News city, Virginia",51,56000,4,4,0.0,4.603128760210019e-12,0.000544349204455722,0.0,0.9676667723916742,3.4365453600662823e-10,1.7378803521626144e-05,0.03177149925209042
"Norfolk city, Virginia",51,57000,4,5,0.0,2.2479273656158215e-06,0.004013491847753076,0.0,0.9786930135009307,1.6169507364700919e-10,4.6760731260714594e-07,0.017290778954943103
"Portsmouth city, Virginia",51,64000,7,4,0.0,1.830599090298187e-12,0.016181055798775035,0.0,0.0025775228765080103,0.0017224052979851745,1.61560684562443e-26,0.9795190160249007
"Richmond city, Virginia",51,67000,4,5,0.0,4.173961426225919e-07,7.623967320335931e-05,0.0,0.9999070005251713,9.530264733213977e-22,8.32783423985408e-21,1.6342405482686233e-05
"Roanoke city, Virginia",51,68000,3,4,0.0,3.407944852535425e-39,1.6405559033683072e-11,0.9637389624993393,2.2492830640775537e-05,0.03623038848144454,2.3451191215133405e-06,5.811053048089034e-06
"Suffolk city, Virginia",51,76432,2,0,0.0,0.022897065127413983,0.9750940279787439,0.0,0.0020089063250629514,1.2651072901688823e-30,1.6541459266078372e-37,5.687794607048992e-10
"Virginia Beach city, Virginia",51,82000,2,3,0.0,0.02681896014449416,0.691507822536071,0.0,0.2816727488434894,3.532534742445139e-26,2.2419773698456077e-27,4.684759455272802e-07
"Auburn city, Washington",53,3180,3,0,0.0,3.464050912604272e-17,0.0012986579258116365,0.9987013167567881,2.5317399965778168e-08,2.7885161465967127e-71,3.132949923035457e-20,1.2720347180064672e-21
"Bellevue city, Washington",53,5210,1,6,0.0,0.9999999999993765,6.009149678194567e-13,0.0,2.2471513211929085e-14,0.0,8.41589504895862e-96,2.856421772407172e-111
"Bellingham city, Washington",53,5280,4,5,0.0,1.692778345061321e-09,2.5804376298549893e-08,0.0,0.9999999725027319,5.053797719222685e-15,3.389231308643907e-22,1.0768085292630697e-13
"Everett city, Washington",53,22640,2,4,0.0,5.484545259616317e-16,0.9998415490756118,0.0,0.00015845088632170595,3.952451330622185e-79,7.725981630395237e-12,3.034014596142639e-11
"Federal Way city, Washington",53,23515,3,0,0.0,5.216155545950783e-09,0.0023034563335730092,0.9976944674513049,2.0709989660352552e-06,1.023301814424859e-66,2.268687728990763e-18,4.0570193725826325e-16
"Kennewick city, Washington",53,35275,3,4,0.0,7.37088927966952e-33,3.111554685156989e-06,0.9999966403793827,9.205340108489823e-08,6.848714645165481e-21,1.4164286357815036e-09,1.5459610219730398e-07
"Kent city, Washington",53,35415,2,0,0.0,1.3441213165187235e-05,0.9920335206357966,0.0,0.007953038151038334,6.84381175388905e-60,1.994957654146626e-20,7.578496826042301e-17
"Marysville city, Washington",53,43955,3,0,0.0,9.35879842606504e-10,6.207354909988581e-05,0.999937925514959,6.111037542015395e-14,9.752097633672105e-86,5.383656564028714e-65,8.461451319838411e-29
"Pasco city, Washington",53,53545,3,4,0.0,8.26777857785176e-31,1.6394354667909105e-06,0.999998360423571,5.3192366779653255e-18,1.4237468180412793e-129,1.688299822263384e-32,1.4096208688155062e-10
"Redmond city, Washington",53,57535,3,6,0.0,0.024217138069629537,1.3802479860513562e-08,0.9757828481264353,1.4550892896766165e-12,0.0,1.2785274388328496e-87,6.384965685135311e-83
"Renton city, Washington",53,57745,3,3,0.0,0.0004216463584376551,2.9669752261822472e-05,0.9995486716909471,1.2198353466363256e-08,1.51566866548447e-142,3.553588374532965e-55,3.9249011614543815e-21
"Seattle city, Washington",53,63000,1,6,0.0,0.9996526649624039,7.836609731779803e-06,0.0,0.000339498427863634,2.1630162778561544e-228,1.4818802875793247e-54,2.623679300037487e-33
"Shoreline city, Washington",53,63960,3,3,0.0,5.438458375490362e-07,2.0247995322340648e-05,0.999978443868513,7.64290327217287e-07,2.8420950701984975e-100,8.434976222566597e-36,2.0341080043543312e-19
"Spokane city, Washington",53,67000,4,4,0.0,8.535206663274412e-11,0.10629788842499213,0.0,0.8729451765560811,3.640772268298698e-24,4.548878986192842e-15,0.02075693493356951
"Spokane Valley city, Washington",53,67167,3,0,0.0,9.071101388416573e-15,8.138938223452512e-05,0.9999185378722196,4.6176647926221535e-08,1.2650392252180022e-08,1.3945441805762507e-21,1.3918496944304583e-08
"Tacoma city, Washington",53,70000,4,0,0.0,4.828862955255781e-07,0.11142080518295991,0.0,0.8885786233305876,9.660022188470577e-61,7.018009070174338e-21,8.860015766815716e-08
"Vancouver city, Washington",53,74060,2,3,0.0,4.849798214988132e-06,0.998806684759505,0.0,0.0005409763673910508,6.562755136747483e-49,2.7206448639714887e-32,0.0006474890748881929
"Yakima city, Washington",53,80010,3,4,0.0,3.371346355651661e-36,2.38830430499993e-10,0.9999985551046768,2.1826140507187338e-15,2.801312426740218e-86,8.301202243390454e-22,1.4446564904978792e-06
"Green Bay city, Wisconsin",55,31000,7,4,0.0,8.281553758054234e-07,0.02950151187154829,0.0,0.0015109022874715584,1.5360857906812958e-12,9.830121371325031e-22,0.9689867576840681
"Janesville city, Wisconsin",55,37825,3,3,0.0,5.57048288005546e-10,4.976794112240927e-06,0.9987066197926789,2.6300145697233315e-07,2.0119599891456424e-05,1.038384824630035e-28,0.001268020254812523
"Kenosha city, Wisconsin",55,39225,4,3,0.0,1.3142244783471312e-10,0.0020588803685389957,0.0,0.702169507647495,7.612608440468472e-30,1.2849521166361428e-33,0.29577161185254414
"Madison city, Wisconsin",55,48000,4,5,0.0,0.0001422831338953519,2.247529086205416e-08,0.0,0.9998576943891417,3.086065513366652e-13,5.654168983656117e-45,1.3638979754321103e-12
"Milwaukee city, Wisconsin",55,53000,7,4,0.0,1.3543541283459157e-32,0.0004534580887078925,0.0,0.00034910583821725006,1.8358148175884085e-09,0.00014418664281896812,0.9990532475944407
"Oshkosh city, Wisconsin",55,60500,7,4,0.0,3.008025409042193e-26,3.444481901660134e-06,0.0,0.0010542960500666847,0.0009898552105579953,9.009509287056724e-13,0.9979524042565735
"Racine city, Wisconsin",55,66000,3,4,0.0,1.549082545297466e-37,6.830969104139265e-09,0.9999991280052081,1.9415639933721046e-09,2.0422205204634188e-18,9.457468569098772e-10,8.622765117189927e-07
"Waukesha city, Wisconsin",55,84250,3,3,0.0,6.084877970696703e-10,9.85685254407239e-08,0.9999930388823329,6.360230277697452e-06,6.97984936660305e-23,1.0267742581386538e-37,5.017103762067111e-07
"Cheyenne city, Wyoming",56,13900,3,3,0.0,2.958600925335682e-14,1.5756783109538477e-07,0.9993624710694331,2.83566548086551e-06,1.7284036219692864e-12,6.916212550602762e-28,0.0006345356954969025
"Bayamón zona urbana, Puerto Rico",72,6593,0,2,1.0,5.702953414939768e-100,7.456221146129687e-58,0.0,3.620800425353439e-46,8.280732793238771e-61,6.080777626967837e-102,7.61827126969771e-42
"Caguas zona urbana, Puerto Rico",72,10334,0,2,1.0,2.675902103592805e-131,4.74880024443632e-94,8.697815919828231e-32,3.8443573384525875e-57,9.80006451668023e-47,5.501550881083931e-154,6.14696670124737e-62
"Carolina zona urbana, Puerto Rico",72,14290,0,2,1.0,7.18118869025036e-79,1.2004001121243586e-55,1.7570692072277124e-23,2.982842368903256e-40,1.4523901041901106e-35,2.4758277823966744e-119,3.96337210656989e-46
"Guaynabo zona urbana, Puerto Rico",72,32522,0,2,1.0,2.7654528149288506e-60,1.708666569536643e-49,9.460815651696809e-24,6.889862816934266e-41,4.2311505442942945e-58,1.3668097086436134e-98,3.170888676749431e-44
"Ponce zona urbana, Puerto Rico",72,63820,0,2,1.0,3.9862155883872725e-222,2.7604945317609614e-107,0.0,1.4078300333372896e-71,6.198522916335074e-138,1.3129529098490574e-107,2.4914179336476535e-56
"San Juan zona urbana, Puerto Rico",72,76770,0,2,1.0,6.142884238136366e-110,3.368242912382255e-86,0.0,2.110051352664241e-39,9.175636966147684e-78,2.096541720769745e-96,4.6253674495701904e-48
